HourDK;WP Prognosis (MWh);Cons. Prognosis (MWh);WP Penetration (MWh);Day-Ahead price (DKK);;;;;
10-01-19 02.00;243;1.967;0,12;369,94;;;;;
10-01-19 03.00;176;2.016;0,09;373,15;;;;;
10-01-19 04.00;135;2.079;0,06;372,85;;;;;
10-01-19 05.00;118;2.194;0,05;371,81;;;;;
10-01-19 06.00;120;2.569;0,05;425,34;;;;;
10-01-19 07.00;119;2.991;0,04;542,03;;;;;
10-01-19 08.00;128;3.141;0,04;591,53;;;;;
10-01-19 09.00;159;3.095;0,05;591,08;;;;;
10-01-19 10.00;197;3.135;0,06;586,45;;;;;
10-01-19 11.00;251;3.147;0,08;578,17;;;;;
10-01-19 12.00;323;3.042;0,11;520,08;;;;;
10-01-19 13.00;429;3.073;0,14;474,91;;;;;
10-01-19 14.00;561;3.025;0,19;447,51;;;;;
10-01-19 15.00;709;2.953;0,24;440,57;;;;;
10-01-19 16.00;876;3.043;0,29;444,75;;;;;
10-01-19 17.00;1.080;3.236;0,33;442,06;;;;;
10-01-19 18.00;1.243;3.081;0,40;420,93;;;;;
10-01-19 19.00;1.401;2.911;0,48;405,25;;;;;
10-01-19 20.00;1.483;2.713;0,55;394,06;;;;;
10-01-19 21.00;1.584;2.521;0,63;388,31;;;;;
10-01-19 22.00;1.730;2.353;0,74;376,88;;;;;
10-01-19 23.00;1.910;2.151;0,89;369,12;;;;;
11-01-19 00.00;2.132;1.999;1,07;357,14;;;;;
11-01-19 01.00;2.241;1.962;1,14;347,73;;;;;
11-01-19 02.00;2.305;1.982;1,16;341,46;;;;;
11-01-19 03.00;2.442;1.955;1,25;327,05;;;;;
11-01-19 04.00;2.567;2.017;1,27;345,19;;;;;
11-01-19 05.00;2.743;2.119;1,29;346,83;;;;;
11-01-19 06.00;2.862;2.501;1,14;382,89;;;;;
11-01-19 07.00;2.876;2.919;0,99;395,88;;;;;
11-01-19 08.00;2.811;3.052;0,92;404,99;;;;;
11-01-19 09.00;2.825;2.978;0,95;400,81;;;;;
11-01-19 10.00;2.906;2.986;0,97;400,36;;;;;
11-01-19 11.00;2.988;2.920;1,02;398,04;;;;;
11-01-19 12.00;3.033;2.820;1,08;387,37;;;;;
11-01-19 13.00;3.016;2.709;1,11;379,23;;;;;
11-01-19 14.00;2.926;2.584;1,13;339,37;;;;;
11-01-19 15.00;2.758;2.557;1,08;315,03;;;;;
11-01-19 16.00;2.466;2.732;0,90;342,88;;;;;
11-01-19 17.00;2.175;2.973;0,73;384,53;;;;;
11-01-19 18.00;1.931;2.877;0,67;376,54;;;;;
11-01-19 19.00;1.885;2.653;0,71;370,57;;;;;
11-01-19 20.00;1.736;2.449;0,71;365,27;;;;;
11-01-19 21.00;1.614;2.272;0,71;360,87;;;;;
11-01-19 22.00;1.563;2.127;0,73;354,90;;;;;
11-01-19 23.00;1.550;2.019;0,77;336,16;;;;;
12-01-19 00.00;1.474;1.909;0,77;352,59;;;;;
12-01-19 01.00;1.391;1.840;0,76;342,43;;;;;
12-01-19 02.00;1.354;1.798;0,75;332,96;;;;;
12-01-19 03.00;1.391;1.800;0,77;320,19;;;;;
12-01-19 04.00;1.416;1.831;0,77;313,70;;;;;
12-01-19 05.00;1.482;1.846;0,80;313,48;;;;;
12-01-19 06.00;1.518;1.964;0,77;328,85;;;;;
12-01-19 07.00;1.480;2.157;0,69;346,24;;;;;
12-01-19 08.00;1.412;2.360;0,60;358,41;;;;;
12-01-19 09.00;1.399;2.416;0,58;372,51;;;;;
12-01-19 10.00;1.537;2.454;0,63;375,42;;;;;
12-01-19 11.00;1.731;2.490;0,70;375,57;;;;;
12-01-19 12.00;1.931;2.466;0,78;375,57;;;;;
12-01-19 13.00;2.076;2.449;0,85;372,81;;;;;
12-01-19 14.00;2.179;2.436;0,89;373,86;;;;;
12-01-19 15.00;2.248;2.457;0,91;379,31;;;;;
12-01-19 16.00;2.257;2.572;0,88;385,87;;;;;
12-01-19 17.00;2.196;2.828;0,78;395,28;;;;;
12-01-19 18.00;2.105;2.710;0,78;390,58;;;;;
12-01-19 19.00;1.984;2.478;0,80;382,37;;;;;
12-01-19 20.00;1.877;2.325;0,81;373,33;;;;;
12-01-19 21.00;1.748;2.144;0,82;367,44;;;;;
12-01-19 22.00;1.698;2.074;0,82;360,42;;;;;
12-01-19 23.00;1.837;2.000;0,92;352,44;;;;;
13-01-19 00.00;1.813;1.888;0,96;328,49;;;;;
13-01-19 01.00;1.689;1.784;0,95;328,57;;;;;
13-01-19 02.00;1.764;1.736;1,02;276,39;;;;;
13-01-19 03.00;1.875;1.730;1,08;198,09;;;;;
13-01-19 04.00;1.994;1.763;1,13;173,54;;;;;
13-01-19 05.00;2.122;1.893;1,12;149,35;;;;;
13-01-19 06.00;2.169;1.887;1,15;299,01;;;;;
13-01-19 07.00;2.276;2.054;1,11;342,30;;;;;
13-01-19 08.00;2.603;2.246;1,16;195,78;;;;;
13-01-19 09.00;2.966;2.342;1,27;277,36;;;;;
13-01-19 10.00;3.233;2.447;1,32;196,30;;;;;
13-01-19 11.00;3.363;2.485;1,35;229,97;;;;;
13-01-19 12.00;3.493;2.476;1,41;201,98;;;;;
13-01-19 13.00;3.569;2.457;1,45;63,44;;;;;
13-01-19 14.00;3.588;2.417;1,48;257,06;;;;;
13-01-19 15.00;3.658;2.452;1,49;347,75;;;;;
13-01-19 16.00;3.676;2.594;1,42;351,93;;;;;
13-01-19 17.00;3.690;2.861;1,29;375,36;;;;;
13-01-19 18.00;3.681;2.742;1,34;366,33;;;;;
13-01-19 19.00;3.639;2.583;1,41;343,57;;;;;
13-01-19 20.00;3.488;2.443;1,43;298,63;;;;;
13-01-19 21.00;3.371;2.340;1,44;300,20;;;;;
13-01-19 22.00;3.408;2.192;1,55;22,69;;;;;
13-01-19 23.00;3.570;2.074;1,72;-54,34;;;;;
14-01-19 00.00;3.647;1.982;1,84;-23,44;;;;;
14-01-19 01.00;3.483;1.966;1,77;-89,57;;;;;
14-01-19 02.00;3.230;1.959;1,65;-112,18;;;;;
14-01-19 03.00;3.345;1.982;1,69;-82,78;;;;;
14-01-19 04.00;3.432;2.048;1,68;-36,87;;;;;
14-01-19 05.00;3.443;2.230;1,54;11,87;;;;;
14-01-19 06.00;3.440;2.615;1,32;267,96;;;;;
14-01-19 07.00;3.350;2.993;1,12;382,31;;;;;
14-01-19 08.00;3.201;3.124;1,02;385,59;;;;;
14-01-19 09.00;3.127;3.094;1,01;344,02;;;;;
14-01-19 10.00;3.182;3.102;1,03;375,14;;;;;
14-01-19 11.00;3.309;3.026;1,09;332,07;;;;;
14-01-19 12.00;3.433;2.932;1,17;307,82;;;;;
14-01-19 13.00;3.497;2.957;1,18;290,42;;;;;
14-01-19 14.00;3.520;2.913;1,21;311,92;;;;;
14-01-19 15.00;3.542;2.832;1,25;370,44;;;;;
14-01-19 16.00;3.538;2.966;1,19;380,14;;;;;
14-01-19 17.00;3.560;3.243;1,10;382,53;;;;;
14-01-19 18.00;3.571;3.084;1,16;380,14;;;;;
14-01-19 19.00;3.472;2.935;1,18;377,08;;;;;
14-01-19 20.00;3.349;2.754;1,22;370,29;;;;;
14-01-19 21.00;3.291;2.576;1,28;330,66;;;;;
14-01-19 22.00;3.147;2.408;1,31;308,19;;;;;
14-01-19 23.00;3.034;2.201;1,38;278,11;;;;;
15-01-19 00.00;2.342;2.094;1,12;281,15;;;;;
15-01-19 01.00;2.155;2.021;1,07;273,91;;;;;
15-01-19 02.00;2.065;2.014;1,03;276,60;;;;;
15-01-19 03.00;1.977;2.018;0,98;303,32;;;;;
15-01-19 04.00;1.847;2.107;0,88;330,71;;;;;
15-01-19 05.00;1.639;2.254;0,73;361,68;;;;;
15-01-19 06.00;1.313;2.576;0,51;379,97;;;;;
15-01-19 07.00;1.020;2.988;0,34;401,01;;;;;
15-01-19 08.00;844;3.116;0,27;425,57;;;;;
15-01-19 09.00;843;3.087;0,27;435,72;;;;;
15-01-19 10.00;1.104;3.192;0,35;421,99;;;;;
15-01-19 11.00;1.766;3.129;0,56;410,49;;;;;
15-01-19 12.00;2.386;3.045;0,78;402,43;;;;;
15-01-19 13.00;2.721;3.062;0,89;397,88;;;;;
15-01-19 14.00;3.022;2.996;1,01;392,80;;;;;
15-01-19 15.00;3.137;2.909;1,08;389,00;;;;;
15-01-19 16.00;3.070;2.926;1,05;390,19;;;;;
15-01-19 17.00;2.816;3.155;0,89;402,36;;;;;
15-01-19 18.00;2.488;3.029;0,82;392,13;;;;;
15-01-19 19.00;2.189;2.866;0,76;393,77;;;;;
15-01-19 20.00;1.997;2.662;0,75;391,83;;;;;
15-01-19 21.00;1.894;2.493;0,76;385,49;;;;;
15-01-19 22.00;1.810;2.338;0,77;376,16;;;;;
15-01-19 23.00;1.923;2.163;0,89;363,17;;;;;
16-01-19 00.00;1.587;2.056;0,77;369,27;;;;;
16-01-19 01.00;1.629;1.992;0,82;365,76;;;;;
16-01-19 02.00;1.711;1.952;0,88;365,02;;;;;
16-01-19 03.00;1.797;1.976;0,91;366,13;;;;;
16-01-19 04.00;1.922;2.030;0,95;366,58;;;;;
16-01-19 05.00;2.152;2.163;0,99;381,06;;;;;
16-01-19 06.00;2.332;2.525;0,92;392,85;;;;;
16-01-19 07.00;2.394;2.943;0,81;401,51;;;;;
16-01-19 08.00;2.387;3.051;0,78;415,91;;;;;
16-01-19 09.00;2.456;3.013;0,82;401,73;;;;;
16-01-19 10.00;2.631;3.048;0,86;404,64;;;;;
16-01-19 11.00;2.880;3.000;0,96;409,87;;;;;
16-01-19 12.00;3.093;2.970;1,04;400,39;;;;;
16-01-19 13.00;3.141;3.005;1,05;393,23;;;;;
16-01-19 14.00;3.188;2.970;1,07;399,64;;;;;
16-01-19 15.00;3.244;2.900;1,12;400,91;;;;;
16-01-19 16.00;3.257;2.961;1,10;409,20;;;;;
16-01-19 17.00;3.335;3.172;1,05;403,08;;;;;
16-01-19 18.00;3.392;3.023;1,12;393,08;;;;;
16-01-19 19.00;3.330;2.841;1,17;389,27;;;;;
16-01-19 20.00;3.161;2.669;1,18;383,23;;;;;
16-01-19 21.00;3.111;2.489;1,25;373,82;;;;;
16-01-19 22.00;2.941;2.327;1,26;346,28;;;;;
16-01-19 23.00;2.841;2.169;1,31;322,48;;;;;
17-01-19 00.00;2.607;2.058;1,27;234,67;;;;;
17-01-19 01.00;2.379;2.009;1,18;228,33;;;;;
17-01-19 02.00;2.162;1.994;1,08;272,74;;;;;
17-01-19 03.00;1.973;1.990;0,99;289,83;;;;;
17-01-19 04.00;1.842;2.018;0,91;350,74;;;;;
17-01-19 05.00;1.699;2.141;0,79;375,44;;;;;
17-01-19 06.00;1.540;2.531;0,61;393,66;;;;;
17-01-19 07.00;1.421;2.943;0,48;402,61;;;;;
17-01-19 08.00;1.352;3.005;0,45;406,20;;;;;
17-01-19 09.00;1.326;2.998;0,44;408,58;;;;;
17-01-19 10.00;1.225;3.054;0,40;409,03;;;;;
17-01-19 11.00;1.241;3.051;0,41;407,69;;;;;
17-01-19 12.00;1.350;2.971;0,45;406,27;;;;;
17-01-19 13.00;1.429;2.962;0,48;406,57;;;;;
17-01-19 14.00;1.408;2.907;0,48;410,53;;;;;
17-01-19 15.00;1.475;2.833;0,52;417,24;;;;;
17-01-19 16.00;1.594;2.936;0,54;428,66;;;;;
17-01-19 17.00;1.839;3.215;0,57;438,29;;;;;
17-01-19 18.00;2.010;3.087;0,65;410,97;;;;;
17-01-19 19.00;1.971;2.899;0,68;401,94;;;;;
17-01-19 20.00;1.821;2.707;0,67;395,97;;;;;
17-01-19 21.00;1.720;2.495;0,69;393,73;;;;;
17-01-19 22.00;1.542;2.347;0,66;382,09;;;;;
17-01-19 23.00;1.284;2.212;0,58;373,43;;;;;
18-01-19 00.00;1.067;2.077;0,51;381,89;;;;;
18-01-19 01.00;964;2.043;0,47;376,74;;;;;
18-01-19 02.00;839;2.020;0,42;374,13;;;;;
18-01-19 03.00;807;2.066;0,39;374,35;;;;;
18-01-19 04.00;822;2.116;0,39;378,09;;;;;
18-01-19 05.00;866;2.276;0,38;395,85;;;;;
18-01-19 06.00;952;2.640;0,36;408,84;;;;;
18-01-19 07.00;874;3.034;0,29;536,79;;;;;
18-01-19 08.00;790;3.159;0,25;560,00;;;;;
18-01-19 09.00;758;3.111;0,24;552,91;;;;;
18-01-19 10.00;713;3.098;0,23;526,34;;;;;
18-01-19 11.00;655;3.029;0,22;515,21;;;;;
18-01-19 12.00;695;2.860;0,24;502,30;;;;;
18-01-19 13.00;786;2.769;0,28;471,62;;;;;
18-01-19 14.00;887;2.673;0,33;450,72;;;;;
18-01-19 15.00;1.027;2.641;0,39;443,25;;;;;
18-01-19 16.00;1.086;2.756;0,39;498,57;;;;;
18-01-19 17.00;1.077;3.024;0,36;546,71;;;;;
18-01-19 18.00;900;2.925;0,31;550,15;;;;;
18-01-19 19.00;733;2.706;0,27;451,47;;;;;
18-01-19 20.00;649;2.541;0,26;432,65;;;;;
18-01-19 21.00;556;2.382;0,23;420,49;;;;;
18-01-19 22.00;495;2.210;0,22;413,10;;;;;
18-01-19 23.00;462;2.083;0,22;396,82;;;;;
19-01-19 00.00;459;1.930;0,24;391,66;;;;;
19-01-19 01.00;482;1.856;0,26;396,96;;;;;
19-01-19 02.00;508;1.837;0,28;408,53;;;;;
19-01-19 03.00;539;1.841;0,29;381,81;;;;;
19-01-19 04.00;527;1.883;0,28;390,02;;;;;
19-01-19 05.00;493;1.940;0,25;388,08;;;;;
19-01-19 06.00;485;2.070;0,23;386,06;;;;;
19-01-19 07.00;510;2.256;0,23;377,41;;;;;
19-01-19 08.00;514;2.453;0,21;415,85;;;;;
19-01-19 09.00;555;2.562;0,22;422,64;;;;;
19-01-19 10.00;593;2.606;0,23;448,39;;;;;
19-01-19 11.00;615;2.576;0,24;425,78;;;;;
19-01-19 12.00;646;2.488;0,26;412,49;;;;;
19-01-19 13.00;642;2.414;0,27;405,92;;;;;
19-01-19 14.00;623;2.362;0,26;392,26;;;;;
19-01-19 15.00;595;2.392;0,25;413,61;;;;;
19-01-19 16.00;613;2.510;0,24;453,69;;;;;
19-01-19 17.00;629;2.793;0,23;477,43;;;;;
19-01-19 18.00;610;2.748;0,22;468,17;;;;;
19-01-19 19.00;579;2.544;0,23;428,24;;;;;
19-01-19 20.00;578;2.385;0,24;407,64;;;;;
19-01-19 21.00;616;2.251;0,27;390,54;;;;;
19-01-19 22.00;646;2.141;0,30;388,38;;;;;
19-01-19 23.00;657;2.039;0,32;378,82;;;;;
20-01-19 00.00;637;1.943;0,33;380,73;;;;;
20-01-19 01.00;609;1.899;0,32;371,25;;;;;
20-01-19 02.00;547;1.855;0,29;373,27;;;;;
20-01-19 03.00;499;1.830;0,27;374,09;;;;;
20-01-19 04.00;446;1.891;0,24;379,61;;;;;
20-01-19 05.00;394;1.931;0,20;381,55;;;;;
20-01-19 06.00;329;2.026;0,16;380,66;;;;;
20-01-19 07.00;285;2.171;0,13;386,93;;;;;
20-01-19 08.00;232;2.330;0,10;389,24;;;;;
20-01-19 09.00;198;2.435;0,08;400,74;;;;;
20-01-19 10.00;194;2.459;0,08;406,71;;;;;
20-01-19 11.00;212;2.416;0,09;408,35;;;;;
20-01-19 12.00;197;2.351;0,08;404,40;;;;;
20-01-19 13.00;188;2.317;0,08;400,96;;;;;
20-01-19 14.00;192;2.308;0,08;397,15;;;;;
20-01-19 15.00;203;2.327;0,09;413,50;;;;;
20-01-19 16.00;243;2.490;0,10;433,14;;;;;
20-01-19 17.00;287;2.839;0,10;492,19;;;;;
20-01-19 18.00;328;2.775;0,12;505,92;;;;;
20-01-19 19.00;357;2.578;0,14;474,94;;;;;
20-01-19 20.00;417;2.425;0,17;446,57;;;;;
20-01-19 21.00;507;2.287;0,22;428,28;;;;;
20-01-19 22.00;617;2.141;0,29;444,63;;;;;
20-01-19 23.00;758;2.012;0,38;388,72;;;;;
21-01-19 00.00;1.204;1.957;0,62;414,62;;;;;
21-01-19 01.00;1.404;1.934;0,73;395,81;;;;;
21-01-19 02.00;1.636;1.908;0,86;388,94;;;;;
21-01-19 03.00;1.812;1.923;0,94;383,04;;;;;
21-01-19 04.00;1.877;1.990;0,94;381,78;;;;;
21-01-19 05.00;1.830;2.126;0,86;397,38;;;;;
21-01-19 06.00;1.845;2.570;0,72;487,71;;;;;
21-01-19 07.00;1.815;3.008;0,60;575,43;;;;;
21-01-19 08.00;1.749;3.091;0,57;636,34;;;;;
21-01-19 09.00;1.745;3.048;0,57;621,56;;;;;
21-01-19 10.00;1.739;3.092;0,56;578,41;;;;;
21-01-19 11.00;1.728;3.045;0,57;541,98;;;;;
21-01-19 12.00;1.717;2.941;0,58;510,55;;;;;
21-01-19 13.00;1.690;2.939;0,58;517,12;;;;;
21-01-19 14.00;1.558;2.891;0,54;520,56;;;;;
21-01-19 15.00;1.349;2.806;0,48;552,73;;;;;
21-01-19 16.00;1.158;2.847;0,41;605,29;;;;;
21-01-19 17.00;934;3.141;0,30;659,56;;;;;
21-01-19 18.00;688;3.015;0,23;659,71;;;;;
21-01-19 19.00;453;2.837;0,16;582,37;;;;;
21-01-19 20.00;318;2.661;0,12;513,61;;;;;
21-01-19 21.00;239;2.505;0,10;459,86;;;;;
21-01-19 22.00;179;2.351;0,08;432,54;;;;;
21-01-19 23.00;172;2.205;0,08;410,07;;;;;
22-01-19 00.00;150;2.071;0,07;404,56;;;;;
22-01-19 01.00;226;2.019;0,11;403,51;;;;;
22-01-19 02.00;299;2.015;0,15;399,55;;;;;
22-01-19 03.00;417;2.034;0,21;391,79;;;;;
22-01-19 04.00;509;2.096;0,24;398,96;;;;;
22-01-19 05.00;616;2.243;0,27;388,43;;;;;
22-01-19 06.00;753;2.621;0,29;465,32;;;;;
22-01-19 07.00;858;3.015;0,28;551,78;;;;;
22-01-19 08.00;975;3.129;0,31;598,96;;;;;
22-01-19 09.00;1.105;3.105;0,36;571,86;;;;;
22-01-19 10.00;1.232;3.144;0,39;553,87;;;;;
22-01-19 11.00;1.339;3.128;0,43;523,03;;;;;
22-01-19 12.00;1.504;3.041;0,49;463,38;;;;;
22-01-19 13.00;1.627;3.026;0,54;436,36;;;;;
22-01-19 14.00;1.733;2.999;0,58;445,62;;;;;
22-01-19 15.00;1.834;2.961;0,62;485,93;;;;;
22-01-19 16.00;1.911;3.007;0,64;524,15;;;;;
22-01-19 17.00;2.045;3.220;0,64;588,28;;;;;
22-01-19 18.00;2.154;3.105;0,69;532,44;;;;;
22-01-19 19.00;2.189;2.910;0,75;448,68;;;;;
22-01-19 20.00;2.178;2.737;0,80;425,09;;;;;
22-01-19 21.00;2.172;2.610;0,83;413,44;;;;;
22-01-19 22.00;2.079;2.461;0,84;409,18;;;;;
22-01-19 23.00;2.031;2.295;0,88;397,91;;;;;
23-01-19 00.00;1.811;2.136;0,85;397,22;;;;;
23-01-19 01.00;1.700;2.067;0,82;392,89;;;;;
23-01-19 02.00;1.616;2.066;0,78;389,31;;;;;
23-01-19 03.00;1.533;2.064;0,74;382,22;;;;;
23-01-19 04.00;1.454;2.130;0,68;380,95;;;;;
23-01-19 05.00;1.364;2.281;0,60;411,04;;;;;
23-01-19 06.00;1.335;2.660;0,50;448,44;;;;;
23-01-19 07.00;1.278;3.074;0,42;593,45;;;;;
23-01-19 08.00;1.226;3.191;0,38;659,90;;;;;
23-01-19 09.00;1.175;3.123;0,38;627,94;;;;;
23-01-19 10.00;1.121;3.179;0,35;637,27;;;;;
23-01-19 11.00;1.001;3.161;0,32;614,13;;;;;
23-01-19 12.00;958;3.087;0,31;571,19;;;;;
23-01-19 13.00;942;3.083;0,31;529,90;;;;;
23-01-19 14.00;867;3.032;0,29;514,08;;;;;
23-01-19 15.00;817;2.963;0,28;556,86;;;;;
23-01-19 16.00;798;3.016;0,26;614,05;;;;;
23-01-19 17.00;844;3.239;0,26;655,19;;;;;
23-01-19 18.00;880;3.144;0,28;634,88;;;;;
23-01-19 19.00;892;2.966;0,30;464,80;;;;;
23-01-19 20.00;891;2.825;0,32;433,51;;;;;
23-01-19 21.00;866;2.687;0,32;429,70;;;;;
23-01-19 22.00;834;2.493;0,33;424,33;;;;;
23-01-19 23.00;769;2.327;0,33;410,36;;;;;
24-01-19 00.00;702;2.196;0,32;417,97;;;;;
24-01-19 01.00;632;2.116;0,30;416,63;;;;;
24-01-19 02.00;570;2.085;0,27;414,91;;;;;
24-01-19 03.00;539;2.136;0,25;413,12;;;;;
24-01-19 04.00;528;2.188;0,24;416,63;;;;;
24-01-19 05.00;528;2.314;0,23;448,36;;;;;
24-01-19 06.00;571;2.732;0,21;567,30;;;;;
24-01-19 07.00;607;3.082;0,20;722,01;;;;;
24-01-19 08.00;656;3.177;0,21;817,21;;;;;
24-01-19 09.00;709;3.138;0,23;803,92;;;;;
24-01-19 10.00;741;3.191;0,23;732,16;;;;;
24-01-19 11.00;702;3.189;0,22;749,41;;;;;
24-01-19 12.00;660;3.132;0,21;710,66;;;;;
24-01-19 13.00;585;3.189;0,18;669,52;;;;;
24-01-19 14.00;506;3.157;0,16;654,81;;;;;
24-01-19 15.00;435;3.067;0,14;659,14;;;;;
24-01-19 16.00;364;3.121;0,12;709,39;;;;;
24-01-19 17.00;327;3.341;0,10;797,57;;;;;
24-01-19 18.00;325;3.215;0,10;748,82;;;;;
24-01-19 19.00;340;3.054;0,11;547,89;;;;;
24-01-19 20.00;331;2.885;0,11;450,60;;;;;
24-01-19 21.00;295;2.734;0,11;446,12;;;;;
24-01-19 22.00;262;2.622;0,10;436,42;;;;;
24-01-19 23.00;232;2.464;0,09;427,01;;;;;
25-01-19 00.00;142;2.219;0,06;427,73;;;;;
25-01-19 01.00;135;2.120;0,06;421,61;;;;;
25-01-19 02.00;144;2.107;0,07;417,72;;;;;
25-01-19 03.00;147;2.131;0,07;413,92;;;;;
25-01-19 04.00;159;2.187;0,07;412,72;;;;;
25-01-19 05.00;187;2.346;0,08;440,34;;;;;
25-01-19 06.00;250;2.671;0,09;518,07;;;;;
25-01-19 07.00;317;3.095;0,10;630,73;;;;;
25-01-19 08.00;403;3.216;0,13;701,06;;;;;
25-01-19 09.00;485;3.156;0,15;676,79;;;;;
25-01-19 10.00;598;3.209;0,19;619,38;;;;;
25-01-19 11.00;710;3.156;0,22;582,35;;;;;
25-01-19 12.00;855;3.018;0,28;515,60;;;;;
25-01-19 13.00;1.002;2.979;0,34;486,19;;;;;
25-01-19 14.00;1.209;2.886;0,42;467,74;;;;;
25-01-19 15.00;1.443;2.843;0,51;464,53;;;;;
25-01-19 16.00;1.684;2.943;0,57;470,36;;;;;
25-01-19 17.00;2.061;3.232;0,64;497,76;;;;;
25-01-19 18.00;2.385;3.060;0,78;489,77;;;;;
25-01-19 19.00;2.487;2.823;0,88;427,65;;;;;
25-01-19 20.00;2.424;2.650;0,91;379,12;;;;;
25-01-19 21.00;2.273;2.507;0,91;405,85;;;;;
25-01-19 22.00;1.964;2.359;0,83;400,10;;;;;
25-01-19 23.00;1.650;2.188;0,75;390,85;;;;;
26-01-19 00.00;1.329;2.084;0,64;387,54;;;;;
26-01-19 01.00;1.126;2.003;0,56;384,63;;;;;
26-01-19 02.00;981;1.944;0,50;380,60;;;;;
26-01-19 03.00;850;1.952;0,44;379,63;;;;;
26-01-19 04.00;786;1.988;0,40;384,63;;;;;
26-01-19 05.00;742;2.034;0,36;388,29;;;;;
26-01-19 06.00;773;2.128;0,36;391,50;;;;;
26-01-19 07.00;758;2.334;0,32;398,30;;;;;
26-01-19 08.00;732;2.490;0,29;403,07;;;;;
26-01-19 09.00;745;2.588;0,29;420,17;;;;;
26-01-19 10.00;751;2.620;0,29;437,64;;;;;
26-01-19 11.00;718;2.628;0,27;441,82;;;;;
26-01-19 12.00;725;2.514;0,29;423,45;;;;;
26-01-19 13.00;767;2.483;0,31;428,83;;;;;
26-01-19 14.00;842;2.426;0,35;398,07;;;;;
26-01-19 15.00;964;2.462;0,39;403,89;;;;;
26-01-19 16.00;1.091;2.572;0,42;404,42;;;;;
26-01-19 17.00;1.284;2.871;0,45;417,71;;;;;
26-01-19 18.00;1.449;2.766;0,52;432,41;;;;;
26-01-19 19.00;1.601;2.580;0,62;401,51;;;;;
26-01-19 20.00;1.827;2.418;0,76;392,17;;;;;
26-01-19 21.00;2.032;2.326;0,87;335,88;;;;;
26-01-19 22.00;2.185;2.207;0,99;327,74;;;;;
26-01-19 23.00;2.349;2.090;1,12;281,83;;;;;
27-01-19 00.00;2.114;1.971;1,07;339,54;;;;;
27-01-19 01.00;2.080;1.903;1,09;302,06;;;;;
27-01-19 02.00;2.102;1.853;1,13;155,51;;;;;
27-01-19 03.00;2.148;1.848;1,16;149,76;;;;;
27-01-19 04.00;2.205;1.903;1,16;125,27;;;;;
27-01-19 05.00;2.211;1.942;1,14;198,44;;;;;
27-01-19 06.00;2.197;2.058;1,07;288,25;;;;;
27-01-19 07.00;2.123;2.197;0,97;336,70;;;;;
27-01-19 08.00;2.029;2.345;0,87;341,03;;;;;
27-01-19 09.00;1.908;2.472;0,77;341,03;;;;;
27-01-19 10.00;1.815;2.547;0,71;377,68;;;;;
27-01-19 11.00;1.681;2.581;0,65;392,39;;;;;
27-01-19 12.00;1.571;2.550;0,62;390,08;;;;;
27-01-19 13.00;1.482;2.527;0,59;388,51;;;;;
27-01-19 14.00;1.380;2.519;0,55;388,58;;;;;
27-01-19 15.00;1.238;2.525;0,49;389,48;;;;;
27-01-19 16.00;1.152;2.618;0,44;399,33;;;;;
27-01-19 17.00;1.100;2.861;0,38;405,46;;;;;
27-01-19 18.00;1.020;2.603;0,39;405,98;;;;;
27-01-19 19.00;903;2.490;0,36;405,08;;;;;
27-01-19 20.00;777;2.405;0,32;400,23;;;;;
27-01-19 21.00;707;2.330;0,30;394,18;;;;;
27-01-19 22.00;646;2.180;0,30;391,94;;;;;
27-01-19 23.00;619;2.092;0,30;384,70;;;;;
28-01-19 00.00;635;1.959;0,32;380,89;;;;;
28-01-19 01.00;594;1.921;0,31;377,09;;;;;
28-01-19 02.00;542;1.902;0,28;375,67;;;;;
28-01-19 03.00;520;1.934;0,27;376,19;;;;;
28-01-19 04.00;520;1.980;0,26;380,52;;;;;
28-01-19 05.00;559;2.127;0,26;399,93;;;;;
28-01-19 06.00;659;2.532;0,26;396,35;;;;;
28-01-19 07.00;759;2.943;0,26;478,10;;;;;
28-01-19 08.00;921;3.106;0,30;484,37;;;;;
28-01-19 09.00;1.045;3.094;0,34;464,36;;;;;
28-01-19 10.00;1.218;3.150;0,39;435,84;;;;;
28-01-19 11.00;1.370;3.139;0,44;417,48;;;;;
28-01-19 12.00;1.548;3.059;0,51;414,86;;;;;
28-01-19 13.00;1.718;3.062;0,56;413,97;;;;;
28-01-19 14.00;1.876;3.040;0,62;412,47;;;;;
28-01-19 15.00;1.995;2.950;0,68;411,65;;;;;
28-01-19 16.00;2.099;2.983;0,70;411,95;;;;;
28-01-19 17.00;2.132;3.244;0,66;454,13;;;;;
28-01-19 18.00;2.049;3.166;0,65;445,25;;;;;
28-01-19 19.00;1.862;2.932;0,64;414,27;;;;;
28-01-19 20.00;1.650;2.734;0,60;411,88;;;;;
28-01-19 21.00;1.496;2.600;0,58;409,04;;;;;
28-01-19 22.00;1.363;2.337;0,58;400,75;;;;;
28-01-19 23.00;1.314;2.186;0,60;390,90;;;;;
29-01-19 00.00;1.160;2.113;0,55;383,02;;;;;
29-01-19 01.00;1.077;2.075;0,52;378,40;;;;;
29-01-19 02.00;953;2.091;0,46;377,65;;;;;
29-01-19 03.00;847;2.096;0,40;380,71;;;;;
29-01-19 04.00;683;2.155;0,32;384,89;;;;;
29-01-19 05.00;592;2.349;0,25;404,45;;;;;
29-01-19 06.00;552;2.643;0,21;422,36;;;;;
